text,target
"The present inventors have made diligent efforts to solve the aforementioned problems, and have found that a saccharified slurry obtainable after subjecting a slurry of cellulosic biomass to a hot water treatment can be dehydrated easily by putting it on a netlike plane such as a metal mesh after addition of a flocculant. The present inventors also found that saccharides in the residue can be easily eluted in washing water by spraying the washing water to the residue remaining on the netlike plane (dehydrated slurry residue). Further, the present inventors have found that by using a net conveyor belt, it becomes easy to wash the residue on the net conveyor belt plural times with washing water, and then conduct dehydration, and finally accomplished the present invention.', 'Concretely, the present invention relates to a method for recovering saccharides from a saccharified slurry, including:', 'a washing step of feeding a saccharified slurry containing C5 saccharides or C6 saccharides obtained by subjecting a slurry of cellulosic biomass to a hot water treatment in a supercritical state or subcritical state, on a conveyor having a net conveyor belt, dehydrating the saccharified slurry and spraying washing water to a dehydrated residue on the conveyor to dissolve C5 saccharides or C6 saccharides remaining in the residue in a washing liquid, wherein', 'the washing step washes the residue by spraying washing water to the residue from a plurality of washing water spraying units disposed in series in such a manner that the moving direction of the residue and the moving direction of the washing water are opposite to each other; and', 'the washing water having washed the residue is used as washing water of a washing water spraying unit neighboring in the direction opposite to the moving direction of the conveyor.', 'By feeding the saccharified slurry obtained after subjecting a slurry of cellulosic biomass to a hot water treatment on the net conveyor belt, the water drops downward from the net conveyor belt, and the saccharified slurry can be dehydrated rapidly.', 'The solid residue of the dehydrated saccharified slurry is moved by the net conveyor belt, and by spraying the washing water sequentially from the plurality of washing water spraying units to the residue so that the washing water is a counter flow, it is possible to wash the residue of the solid content with the washing water, and to efficiently recover saccharides from the solid residue. Since the sprayed washing water drops downward from the net conveyor belt, it is possible to increase the recovery amount of saccharides form the solid residue with little washing water by supplying the sprayed washing water to the washing water spraying unit neighboring in the direction opposite to the moving direction of the solid residue (conveyor conveyance direction). By increasing the thickness of the solid residue on the net conveyor belt, it is possible to increase the washing effect.', 'Preferably, an adding step of adding a flocculant to the saccharified slurry is further provided before the washing step.', 'By adding the flocculant to the saccharified slurry obtainable after subjecting a slurry of cellulosic biomass to a hot water treatment, the solid content in the saccharified slurry forms a floc. Thereafter, by feeding the saccharified slurry on the net conveyor belt, it is possible to dehydrate the saccharified slurry more rapidly.', 'Preferably, the net conveyor belt has a mesh ranging from 0.5 mm or more and 2.0 mm or less.', 'When the mesh is less than 0.5 mm, the water dehydrated from the saccharified slurry fails to drop rapidly from the net conveyor belt, and the dehydration can be insufficient. On the other hand, when the mesh is larger than 2.0 mm, part of the solid residue can fall off from the net conveyor belt together with the washing water.', 'Preferably, the number of the washing water spraying units is five or mote and twenty or less.', 'When the number of the washing water spraying units is four or less, saccharide recovery from the solid residue can be insufficient. On the other hand, disposing 21 or more washing water spraying units is problematic in the economical view. Practically, five or more and ten or less is more preferred.', 'Preferably, in the adding step, any one or any combination of two or more of a cationic flocculant, an anionic flocculant, a nonionic flocculant and an amphoteric flocculant is added at 0.1% by mass or higher and 2% by mass or lower with respect to a solid content of the saccharified slurry.', 'When the flocculant added to the saccharified slurry is less than 0.1% by mass with respect to the solid content of the saccharified slurry, flocculation is insufficient, and the solid in the saccharified slurry is difficult to form a floc. On the other hand, when it exceeds 2% by mass with respect to the solid content of the saccharified slurry, the problem arises that the cost of adding the flocculant increases, and the running cost rises. When the particle size of the solid in the saccharified slurry is large, the saccharide recovering method of the present invention can be conducted without using a flocculant.', 'The present invention also relates to a washing device that washes a solid residue in a saccharified slurry containing C5 saccharides or C6 saccharides obtained by subjecting a slurry of cellulosic biomass to a hot water treatment in a supercritical state or subcritical state, the washing device including:', 'a conveyor having a net conveyor belt;', 'a plurality of spraying units disposed in series on the net conveyor belt; and', 'a plurality of water storage tanks disposed below the net conveyor so that they are situated below the respective spraying units;', 'the washing device feeding a saccharified slurry on the net conveyor belt, dehydrating the saccharified slurry, and then spraying washing water to the residue on the net conveyor belt from the spraying unit, thereby washing the residue,",0
"However, among these emboss patterns, for example, as shown in FIG. 7, a nonwoven fabric with a rhombus unit pattern 118 which is formed from emboss lines 116 each formed from square points 120, has a problem that fibers markedly lift between a non-embossed portion 114 and a non-embossed portion 114 that are adjacent to each other via the emboss line 116, and tends to be inferior in fuzz resistance.', 'On the other hand, as shown in FIG. 8, the nonwoven fabric with an emboss pattern delimited in the shape of a lattice (a unit pattern 218 is in the shape of square rhombus) wherein each emboss line 216 is continuous by being a straight line 220, is excellent in fuzz resistance but has a problem that it is inferior in softness.', 'With such emboss lines in the unit patterns of the embossed portions as proposed in the above Patent Literatures and the like, it is possible to cause a change in fuzz resistance, softness or tensile strength of the resultant nonwoven fabric, but it is difficult to achieve excellent balance among fuzz resistance, softness and tensile strength in the resultant nonwoven fabric.', 'The present invention has been made in view of such current circumstances. It is an object of the present invention to provide a nonwoven fabric excellent in the balance among fuzz resistance, softness and tensile strength.",2
"According to the present invention, it is possible to obtain a glass substrate which has a high glass transition temperature, which has a thermal expansion coefficient close to that of soda lime glass, which has a low specific gravity, which will hardly undergo yellowing, and which further has good melting characters and is thereby produced with high productivity.', 'The glass substrate of the present invention can be suitably used as a glass substrate for a PDP.",1
"The outline of a representative embodiment disclosed in the present invention will be briefly described as follows.', 'A plasma processing apparatus for processing a semiconductor wafer using plasma in a processing chamber, includes a vacuum vessel including, in the interior of the vacuum vessel, the processing chamber in which the plasma is generated, a sample stage disposed in the lower portion of the processing chamber and including a placing face on which a semiconductor wafer to be processed is placed, the sample stage being supplied first high frequency electric power from a high frequency power source while the plasma is generated, a power source configured to supply an electric field for plasma which is generated by using gas supplied into the processing chamber, a base material constituted by a conductive material and an insulating plate disposed below the base material both of which have cylindrical shapes and configure, a ring-shaped member constituted by a dielectric material and disposed above the base material in the outer periphery of the placing face of the sample stage to cover the surface of the outer periphery of the sample stage, a ring-shaped electrode which is disposed between the ring-shaped member and the base material, and to which second high frequency electric power is supplied, and an electric power supply connector being disposed in a through hole arranged inside the sample stage including at least the base material and the insulating plate below the ring-shaped electrode, and configuring a path for supplying the second high frequency electric power to the ring-shaped electrode. The electric power supply connector includes a portion disposed in the interior of a tubular insulating member, the tubular insulating member being constituted by an insulative material and disposed in the through hole, the portion extending from an upper end portion of the through hole to a lower space of a bottom surface of the sample stage through a bottom end opening of the through hole on the bottom surface of the sample stage in which the pressure is maintained in an atmospheric pressure and including a cylindrical upper end member a position of which is fixed with respect to the base material inside the tubular insulating member and a lower end member which extends from the inside space of the through hole to the lower space of the sample stage and a resilient conductor which is disposed between the upper end and lower end members and electrically connected with both and is biased in an up-down direction, and is expanded and contracted, the portion being configured to increase and decrease a length between the upper end member and the lower end member through the bottom end opening by the resilient conductor\'s expansion and contraction. The apparatus further includes a seal member disposed between an outer cylindrical side wall surface of the upper end member and an inner cylindrical side wall surface of the tubular insulating member and hermetically sealing between an upper region of an interior space of the insulative tubular member and a lower region of said interior space of the insulative tubular member which communicates with the lower space of the sample stage which is maintained in the atmospheric pressure.', 'In addition, a plasma processing method according to an embodiment has the steps of (a) placing a semiconductor wafer on a sample stage provided in a vacuum vessel in which plasma processing is performed, and (b) forming plasma above the semiconductor wafer placed on the sample stage, and while the plasma is formed, supplying first high frequency electric power from a first high frequency power source to the sample stage to perform the plasma processing on the semiconductor wafer. In addition, while the plasma is processed, second high frequency electric power is supplied from a second high frequency power source via an electric power supply connector provided in the sample stage to an electrode disposed in the upper portion of the outer periphery of the sample stage. Further, the second high frequency electric power is supplied via the electric power supply connector including a tubular member including an insulator and disposed in a through hole extending through the interior of the portion of the sample stage covered by a ring-shaped member and a conductive member disposed in the interior of the tubular member and having resiliency in such a manner that the conductive member is connected to terminals at the upper and lower ends of the conductive member, is biased in an up-down direction, and is expanded and contracted.",0
"In order to attain the object, an antenna device in accordance with an aspect of the present invention includes: a film antenna; a cable which is connected to a feed section of the film antenna; and a support, around which at least part of the film antenna is wound, the support including a holding section for holding the cable.",0
"In the tracing system described in Patent Literature 1, the sampling data from each sensor and the previously-created standard data are compared. Accordingly, it is necessary to create learning data in advance again to maintain accuracy of state identification when an operation state of another machine robot or processing device is acquired and a new process is introduced.', 'Instead of creating the learning data in advance, a method of updating learning data by using an identification result obtained by actually performing state identification is also conceivable. In this case, when there is an upper limit on the number of pieces of the learning data, deviation may occur in the updated learning data when the same state continues to generate the same identification result, and identification accuracy of the operation state may not be maintained.', 'The invention is made in view of such a situation, and an object of the invention is to maintain state identification accuracy of a machine tool or the like at a high level.",2
"According to a first aspect of the present invention, a CFRP structure includes: a conductive layer laminated and formed on a carbon-fiber prepreg; and a jumper formed of a conductor which penetrates through the conductive layer and the carbon-fiber prepreg.', 'According to this configuration, when an electronic device is provided in contact with the conductive layer, the electronic device is electrically connected to the carbon-fiber prepreg serving as a reference potential point via the conductive layer and the jumper. Thereby, it is possible to electrically ground the electronic device provided on a CFRP structure.', 'In addition, in the CFRP structure, the conductive layer may be formed on a surface of the carbon-fiber prepreg.', 'According to the above-described configuration, because the conductive layer is formed on the surface of the carbon-fiber prepreg, the electronic device can be provided in direct contact with the conductive layer. Thereby, because wiring and the like for electrically connecting the electronic device and the conductive layer are unnecessary, the electronic device can be electrically grounded through a simple configuration.', 'In addition, in the CFRP structure, a head portion in contact with a surface of the conductive layer may be provided at an end of the jumper.', 'According to the above-described configuration, the jumper and the conductive layer are more securely electrically connected through the head portion in contact with the conductive layer.', 'In addition, according to a second aspect of the present invention, a method of producing a CFRP structure includes the steps of: forming a conductive layer on a surface of a carbon-fiber prepreg; masking a surface of the conductive layer; hardening the carbon-fiber prepreg; exposing the conductive layer by removing the masking; and causing a jumper formed of a conductor in contact with the conductive layer to penetrate through the carbon-fiber prepreg.', 'According to the above-described production method, it is possible to more securely establish an electrical connection between the jumper and the conductive layer because it is possible to locally prevent a resin layer from being formed on a surface of a carbon-fiber prepreg when the carbon-fiber prepreg is hardened.', 'In addition, when the electronic device is provided in contact with the conductive layer, the electronic device is electrically connected to the carbon-fiber prepreg serving as a reference potential point via the conductive layer and the jumper. Thereby, it is possible to electrically ground the electronic device provided on the CFRP structure.', 'In addition, according to a third aspect of the present invention, a method of producing a CFRP structure includes the steps of: forming a conductive layer on a surface of a carbon-fiber prepreg; hardening the carbon-fiber prepreg; and causing a jumper formed of a conductor having a projection on a lower surface to penetrate through the carbon-fiber prepreg while breaking a resin layer formed on the surface using the projection when the carbon-fiber prepreg is hardened.', 'According to the above-described production method, when the jumper is caused to penetrate through the carbon-fiber prepreg, the head portion of the jumper can come in contact with the conductive layer by breaking the resin layer using the projection provided on the jumper itself. Thereby, before the process of hardening the carbon-fiber prepreg, it is unnecessary to perform pre-processing such as the process of masking the surface of the carbon-fiber prepreg. Accordingly, it is possible to promote labor-saving due to the reduction of an amount of a work process and the reduction of cost due to the reduction of an amount of a masking tape or the like.",0
"As a result of studious studies for solving the aforesaid problems, the present inventors have found out that, especially when high-strength steel sheets whose tensile strength is not less than 780 MPa nor more than 1850 MPa (hereinafter, written as 780 to 1850 MPa) are welded by a resistance spot welding method, by first setting a pressurizing force of electrodes to a proper range according to a sheet thickness of the steel sheets and further by setting a welding pattern to a proper range, it is possible to secure a nugget diameter and prevent the occurrence of expulsion while suppressing the generation of an indentation. That is, it has been found out that it is possible to obtain a spot-welded joint excellent in joint strength while maintaining good workability, by optimally controlling the welding pattern including pre-welding and main welding and the pressurizing force of the electrodes, and the present invention has been completed.', 'Specifically, the gists of the present invention are as follows.', '1 A spot welding method of high-strength steel sheets excellent in joint strength, the method applying resistance spot welding to a stack of a plurality of steel sheets,', 'wherein the plural steel sheets', 'are two steel sheets which both have tensile strength of not less than 780 MPa nor more than 1850 MPa and whose sheet thickness ratio={a sum of sheet thicknesses of the steel sheets}/{the sheet thickness of the thinner steel sheet (when the both have the same thickness, the sheet thickness per one sheet)} is within a range of not less than 2 nor more than 5, or', 'are three steel sheets which are three steel sheets all having tensile strength of not less than 780 MPa nor more than 1850 MPa or which are two steel sheets both having tensile strength of not less than 780 MPa nor more than 1850 MPa and one steel sheet provided on an outer side of the two steel sheets and having tensile strength of less than 780 MPa, and whose sheet thickness ratio={a sum of sheet thicknesses of the steel sheets}/{the sheet thickness of the thinner steel sheet (when the steel sheets all have the same thickness, the sheet thickness per one sheet)} is within a range of not less than 3 nor more than 6,', 'wherein the spot welding includes: a first welding step being pre-welding with a pressurizing force P1 (kN) and a welding current I1 (kA); and a second welding step being main welding with a pressurizing force P2 (kN) and a welding current I2 (kA),', 'wherein the pressurizing forces P1, P2 are set to a fixed pressurizing force P=P1=P2 all through the first welding step and the second welding step, and are set within a range expressed by the following expression (1), where t (mm) is an average sheet thickness of the plural steel sheets,",0
"In order to solve the foregoing problems, a light irradiation substrate of the present invention is a light irradiation substrate including: a flexible substrate composed of a plurality of unit substrates that are detachable; a plurality of light-emitting elements provided in a matrix on a first surface of the flexible substrate for each unit substrate; and wires through which electrical currents flow to each separate light-emitting element, the wires being provided on the first surface of the flexible substrate for each unit substrate, wherein a center-to-center distance between two adjacent light-emitting elements facing each other across a boundary between two of the unit substrates adjacent to each other in first direction and belonging to the respective unit substrates is twice or less as long as a center-to-center distance between two light-emitting elements adjacent to each other in the first direction within each of the unit substrates, and each of the unit substrates includes a connection section that provides external connection of the wires, the connection section being provided on a second surface of the flexible substrate opposite to the first surface.', 'According to the foregoing configuration, the plurality of light-emitting elements are provided in a matrix on the first surface of the flexible substrate for each unit substrate; and the wires through which electrical currents flow to each separate light-emitting element are provided on the first surface of the flexible substrate for each unit substrate. This allows the unit substrates to have substantially the same light irradiation intensity. Moreover, according to the foregoing configuration, a reduction in uniformity of light irradiation intensity at the boundary between two of the unit substrates adjacent to each other in the first direction or the boundary between two of the unit substrates disposed to be adjacent to each other in the first direction after having been detached can be kept within a predetermined range. Therefore, the light irradiation intensity at the joint between the unit substrates can be made substantially the same as that within each of the unit substrates.', 'Further, the flexible substrate of the light irradiation substrate includes a plurality of unit substrates that are detachable from one another. Therefore, for example in the case of an affected part that is smaller in size than the flexible substrate, at least one of the unit substrates can be detached from the flexible substrate and used as a light irradiation substrate to optimally irradiate the affected part with therapeutic light. Meanwhile, for example in the case of an affected part that is larger in size than the flexible substrate, two or more of these light irradiation substrates can be combined or at least one of the unit substrates and the light irradiation substrate can be combined to optimally irradiate the affected part with therapeutic light.', 'Therefore, unlike in the conventional case, an attempt to impart versatility to light irradiation substrates does not raise the need to manufacture in advance a large number of flexible substrates of various sizes including very large flexible substrates.', 'Furthermore, the foregoing configuration makes it possible to completely prevent the connection section from hindering light irradiation. Further, the foregoing configuration makes it possible to, in performing light irradiation, easily bring the spacer used and the irradiation substrate into intimate contact with each other.', 'Therefore, the foregoing configuration makes it possible to achieve a light irradiation substrate that is capable of optimum irradiation with therapeutic light regardless of the shape or size of affected parts at the lowest possible cost even in cases of emergency. Furthermore, the foregoing configuration makes it possible to achieve light treatment with reduced burden on users through efficient and uniform irradiation with therapeutic light while minimizing the side effects of irradiation with therapeutic light on normal sites that do not require irradiation with therapeutic light.', 'In order to solve the foregoing problems, a light irradiation device of the present invention is a light irradiation device including: the light irradiation substrate; a power source section including a plurality of unit power sources; and a control section that adjusts an emission intensity of each of the unit substrates by controlling the power source section, wherein each of the unit substrates has a wire connected to a corresponding one of the plurality of unit power sources.', 'The foregoing configuration makes it possible to achieve a light irradiation device that is capable of optimum irradiation with therapeutic light regardless of the shape or size of affected parts at the lowest possible cost even in cases of emergency.",0
"To address the above-mentioned problem, an aspect of the present invention provides sensing system layout structure of an internal combustion engine including a sensing system (169) for sensing rotation of a camshaft (102). The internal combustion engine (10) has a shaft member (63) rotated in synchronization with the camshaft (102), the sensing system (169) is provided with a sensor body (165) arranged opposite to a rotated portion on a side of the shaft member (63) and the rotation of the shaft member (63) is sensed by the sensor body (165).', 'In the above-mentioned aspect of the invention, the shaft member (63) may be also rotated at equal velocity to the camshaft (102).', 'Besides, in the above-mentioned aspect of the invention, the internal combustion engine (10) is a V type provided with a one-side cylinder (12) and an other-side cylinder (13), a V shape of the internal combustion engine (10) is formed by the one-side cylinder (12) and the other-side cylinder (13), and the sensor body (165) may be also arranged between respective cylinder axes (31b, 41b) of the one-side cylinder (12) and the other-side cylinder (13) in an axial direction view of a crankshaft (16).', 'Moreover, in the above-mentioned aspect of the invention, the sensor body (165) may be also arranged in such a manner that the sensor body (165) is overlapped with the one-side cylinder (12) in the axial direction view of the crankshaft (16).', 'In addition, in the above-mentioned aspect of the invention, a sensed member (164) sensed by the sensor body (165) may be also attached to the shaft member (63).",0
"(1) An information processing system of the present invention arranges an object corresponding to each of a plurality of users in a virtual space and generates moving image information indicative of a moving image indicative of a manner in which the virtual space is viewed from a predetermined viewpoint arranged in the virtual space. This information processing system includes activity information acquisition means for sequentially acquiring activity information indicative of an action of at least one of the plurality of users; arrangement region determination means for determining a partial region in the virtual space, in the partial region of which the object is arranged in accordance with the acquired activity information; motion data acquisition means for acquiring motion data stored as related with the activity information in accordance with the acquired activity information; and object control means for making the object act in the partial region in accordance with the acquired motion data.', '(2) An information processing program of the present invention arranges an object corresponding to each of a plurality of users in a virtual space and generates moving image information indicative of a moving image indicative of a manner in which the virtual space is viewed from a predetermined viewpoint in the virtual space. This program causes a computer to function as activity information acquisition means for acquiring activity information indicative of an action of at least one of the plurality of users; arrangement region determination means for determining a partial region in the virtual space, in the partial region of which the object is arranged in accordance with the acquired activity information; motion data acquisition means for acquiring motion data stored as related with the activity information in accordance with the acquired activity information; and object control means for making the object act in the partial region in accordance with the acquired motion data.', '(3) An information processing method of the present invention arranges an object corresponding to each of a plurality of users in a virtual space and generates moving image information indicative of a moving image indicative of a manner in which the virtual space is viewed from a predetermined viewpoint arranged in the virtual space. This information processing method includes the steps of sequentially acquiring activity information indicative of an action of at least one of the plurality of users; determining a partial region in the virtual space, in the partial region of which the object is arranged in accordance with the acquired activity information; acquiring motion data stored as related with the activity information in accordance with the acquired activity information; and making the object act in the partial region in accordance with the acquired motion data. (4) An information terminal apparatus of the present invention arranges an object corresponding to each of a plurality of users in a virtual space and acquires moving image information indicative of a manner in which the virtual space is viewed from a predetermined viewpoint arranged in the virtual space. This information terminal apparatus includes content identification information acquisition means for acquiring content identification information for identifying content; activity identification information acquisition means for acquiring activity identification information for identifying an action of a user; user identification information acquisition means for identifying a user; activity information transmission means for sequentially transmitting activity information including the user identification information, the content identification information, and the user identification information to an information processing apparatus; moving image information acquisition means for acquiring the moving image information; and display means for displaying the acquired moving image, wherein the moving image information is moving image information that made the object act with motion data acquired in accordance with the activity identification information, in a partial region in the virtual space corresponding to the content identification information.', '(4) An information terminal apparatus of the present invention arranges an object corresponding to each of a plurality of users in a virtual space and acquires moving image information indicative of a manner in which the virtual space is viewed from a predetermined viewpoint arranged in the virtual space. This information terminal apparatus includes content identification information acquisition means for acquiring content identification information for identifying content; activity identification information acquisition means for acquiring activity identification information for identifying an action of a user; user identification information acquisition means for identifying a user; activity information transmission means for sequentially transmitting activity information including the user identification information, the content identification information, and the user identification information to an information processing apparatus; moving image information acquisition means for acquiring the moving image information; and display means for displaying the acquired moving image, wherein the moving image information is moving image information that made the object act with motion data acquired in accordance with the activity identification information, in a partial region in the virtual space corresponding to the content identification information.",0
"An object of the present invention, which has been made to ameliorate the above-mentioned circumstances, is to provide an addition-curable silicone rubber composition which is tailored by adding a filler that is surface treated with a benzotriazole derivative of specific structure, so as to reduce the compression set of its cured product or to suppress any hardness change after a heat aging test, without a substantial loss of cure behavior, a cured product thereof, and a method for preparing the silicone rubber composition.",2
"According to the invention according to claim 1, metal end plates are attached to the front and back ends of the slide member in the slide direction. At the insides of the end plates, inside members which form connecting paths are arranged and end plates are made to directly abut against the shock absorbers etc. at the stroke ends, so the total length of the slide member becomes shorter compared with the past. Further, it is not necessary to arrange shock absorbers at the end sides of the end caps so as to correspond to the bolt members attaching the end plates to the slide member, so the magnet-type rodless cylinder as a whole becomes smaller in size. Further, at the time of maintenance work on the inside of the slide member, even if detaching the end plates, the rollers will not fall out from the circulating paths and the maintenance of the piston, scraper, etc. can be easily performed. According to the invention according to claim 2, in addition to the effect of claim 1, it is possible to attach lubricating members which lubricate the outside rolling grooves at the end plates, so the total length of the slide member does not become longer.",1
"An aspect of the present invention provides a travel route generation system of generating a travel route of a work machine that performs predetermined work while traveling a route formed by linking ends of at least a plurality of substantially parallel routes through inversion routes in a work target zone, the ends being positioned at or near intersections of the routes and the periphery of the work target zone, the system including: a zone setting unit that sets a periphery of the work target zone and a periphery of an entry prohibited zone outside of the work target zone; and a route generation unit that selects, for each of the inversion routes, an inside inversion route for the work machine to enter the inversion route in an inside direction of the work target zone, not an outside inversion route for the work machine to enter the inversion route in an outside direction of the work target zone, according to a positional relationship between the periphery of the work target zone and the periphery of the entry prohibited zone, wherein the inside inversion route is selected as the travel route.', 'The route generation unit may select one of the inside inversion route and the outside inversion route as the travel route so that the work machine traveling each of the inversion routes does not interfere with the periphery of the entry prohibited zone.', 'The periphery of the work target zone and the periphery of the entry prohibited zone outside of the work target zone may be set based on data related to the periphery of the work target zone and the periphery of the entry prohibited zone outside of the work target zone obtained by measurement.', 'The plurality of substantially parallel routes may be straight routes.', 'An aspect of the present invention provides a work machine control system including: a storage unit that stores the travel route generated by the travel route generation system; detector that detects a behavior and a current position of the work machine that performs the predetermined work while traveling the work target zone; and controller that outputs a travel control signal for the work machine to travel the travel route based on at least the current position of the work machine traveling the work target zone and the travel route recorded in the storage unit to control a travel driving mechanism included in the work machine.', 'An aspect of the present invention is to provide a work machine including the work machine control system; and a travel driving mechanism that drives travel of the work machine based on the travel control signal output from the work machine control system.', 'An aspect of the present invention provides a travel route generation method of generating a travel route of a work machine that performs predetermined work while traveling a route formed by linking ends of at least a plurality of substantially parallel routes through inversion routes in a work target zone, the ends being positioned at or near intersections of the routes and the periphery of the work target zone, the method including the steps of; setting a periphery of the work target zone and a periphery of an entry prohibited zone outside of the work target zone; and selecting, for each of the inversion routes, an inside inversion route for the work machine to enter the inversion route in an inside direction of the work target zone, not an outside inversion route for the work machine to enter the inversion route in an outside direction of the work target zone, according to a positional relationship between the periphery of the work target zone and the periphery of the entry prohibited zone, wherein the inside inversion route is selected as the travel route.', 'In the step of selecting, one of the inside inversion route and the outside inversion route may be selected as the travel route so that the work machine traveling each of the inversion routes does not interfere with the periphery of the entry prohibited zone.', 'The periphery of the work target zone and the periphery of the entry prohibited zone outside of the work target zone may be set based on data related to the periphery of the work target zone and the periphery of the entry prohibited zone outside of the work target zone obtained by measurement.', 'The plurality of substantially parallel routes may be straight routes.', 'An aspect of the present invention provides a program for causing a computer to execute the travel route generation method.', 'An aspect of the present invention provides a computer-readable recording medium recording the program.', 'An aspect of the present invention provides an entry availability determination system including: detector that detects a current position of a work machine that performs predetermined work while traveling a work target zone along a predetermined travel route; and a determination information generation unit that generates determination information indicating whether entry is possible by determining whether the work machine can enter from a current position for preparing entry of the work machine only by forward movement along an entry route formed so that the work machine enters at an entry position in a same direction as a traveling direction when the work machine travels the travel route, at the entry position positioned on an opposite side of the traveling direction of the work machine with respect to a work complete position or a work incomplete position on the travel route, when the work machine gets out of the travel route.', 'The determination information may be transmitted to an entry availability notification apparatus separate from the entry availability determination system.', 'The entry availability determination system may further include a notification signal and command generation unit that generates a signal and/or a command for instructing notification indicating that the entry is possible and/or the entry is impossible based on the determination information.', 'The determination information and/or the signal and/or the command for instructing notification indicating that the entry is possible and/or the entry is impossible may be output and/or transmitted to the entry availability notification apparatus separate from an entry availability determination system.', 'An aspect of the present invention provides an entry availability determination system for determining whether a work machine that performs predetermined work while traveling a work target zone along a predetermined travel route can enter from a current position for preparing entry of the work machine only by forward movement along an entry route formed so that the work machine enters at an entry position in a same direction as a traveling direction when the work machine travels the travel route, at the entry position positioned on an opposite side of the traveling direction of the work machine with respect to a work complete position on the travel route, when the work machine gets out of the travel route, the entry availability determination system including: detector that detects a current position and a direction of the work machine; a storage unit recording the travel route; a corresponding point decision unit that decides a corresponding point that is a point on the travel route recorded in the storage unit corresponding to the current position for preparing entry detected by the detector of the work machine; and a determination information generation unit that determines that the entry is impossible if a distance between the current position for preparing entry and the corresponding point is larger than a predetermined first value, and generates determination information indicating whether the entry is possible, wherein the predetermined first value is set in advance by considering at least steering performance of the work machine and a desired distance from a corresponding point to a point that the work machine enters the travel route.', 'The detector may further detect a direction of the work machine, and the determination information generation unit may determine that the entry is impossible if the distance between the current position for preparing entry and the corresponding point is larger than the predetermined first value or if an absolute value of an angle of the direction of the work machine with respect to a direction of a tangent line at the corresponding point on the travel route is larger than a predetermined second value, and generate the determination information indicating whether the entry is possible.', 'The predetermined second value may be a predetermined value equal to or smaller than 30°.', 'The entry availability determination system may further include a work complete position recording unit that records the work complete position in the storage unit, wherein the determination information generation unit determines that the entry is impossible if a point at a distance of a third value, which is set by considering a margin distance to the desired distance from the corresponding point to the point that the work machine enters the travel route, in the traveling direction of the work machine in the travel route is positioned on the side of the traveling direction of the work machine with respect to the work complete position.",0
"A problem herein is when a subject moves in a state in which the examination has to some extent been done. An example is shown in FIG. 23. Here, an imaging slice (1400) for main imaging is set using three scanogram images (1401, 1402, 1403) of axial (Ax), sagittal (SAG), and coronal (COL) images. A T1 weighted image (T1W), a T2 weighted image (T2W), and a FLAIR image (FLAIR) of the set imaging slice are acquired as diagnostic images in this order. In this case, images of the same part, such as images 1411, 1412, and 1413, are acquired if the subject can hold the same position during the examination. However, if the subject moves during the examination, parts reflected on the respective contrast images are different. As a result, since images 1421, 1422, and 1423 are acquired (in this example, FLAIR (1423) is different), there is a difficulty in diagnosis.', 'In such a case, it is necessary to capture a scanogram image again, under the current circumstances, so that the imaging slice is reset to the same position as the imaging slice before the subject moves. In practice, it is difficult to set the imaging slice to the completely same position manually, and it may be necessary to capture all images again in some cases. A timing at which the operator recognizes that the position of the subject has changed is after the imaging is completed and image reconstruction is finished. Therefore, images which cannot be used for an examination are captured and reconstructed uselessly. When using the automatic positioning function disclosed in NPL 1 in such a case, not only scanogram imaging but also 3D volume imaging is performed for every capturing of an image with each contrast during the examination.', 'As described above, in the case of performing an examination of capturing a plurality of images with different contrast for the same examination section in order to make a diagnosis by comparison, it is necessary to capture images including a scanogram image again and to reset an imaging slice if the subject moves during the examination, under the current circumstances. This increases the amount of operation and imaging time. In addition, since the timing at which the operator recognizes that the position of the subject has changed is after imaging, not only is there an increase in the amount of operation and an extension of the examination time but also the operation is wasteful in many cases.', 'The present invention has been made in view of the above situation, and it is an object of the present invention to provide a technique for accurately realizing an examination, which is for acquiring a plurality of images of the same examination section, without a complicated operation and an extension of the examination time.",2
